path,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
data/output/wav48/tsm/RES/0.5/p225/p225_315.wav,1.8102816,3.662095,3.0027733,2.9667766,3.594853,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_293.wav,2.870022,4.0355763,3.6169446,3.2648947,3.4088962,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_018.wav,2.684642,3.9573307,3.1600296,3.175824,2.9931474,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_071.wav,1.8865899,3.5897682,3.8680232,2.6157062,3.2046134,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_324.wav,2.5928404,3.09321,3.764898,2.8845606,3.6095855,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_222.wav,2.9552164,3.6034915,3.9182334,3.3289466,3.361926,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_023.wav,3.1512163,3.503029,4.029929,3.6578298,3.150554,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_257.wav,3.3932917,3.8915708,4.1234784,3.9774582,3.7279437,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_220.wav,3.5921242,4.00755,4.206138,4.055923,3.9933145,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_040.wav,2.9808857,3.4362466,3.2740195,2.9977849,2.3242416,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_046.wav,3.4433825,3.9830124,4.0253425,3.6384115,3.8357503,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_067.wav,3.2022371,3.5524063,3.8882341,3.6211686,3.390239,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_191.wav,3.3610575,3.6477861,3.9283404,3.3437178,3.5410595,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_169.wav,2.5317342,3.8339832,3.802682,3.087525,3.3622897,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_298.wav,2.1753027,4.0062623,3.4903982,2.8991811,3.1993616,NISQAv2
data/output/wav48/tsm/RES/0.5/p225/p225_150.wav,3.031498,3.009546,3.8157218,3.8119552,3.6190696,NISQAv2
