algorithm,type,speed,speed_iterations,memory,memory_iterations,audio_length,sample_rate,factor
HPS,TSM,0.5770724900001369,10,34613401.0,2,3.4287708333333335,48000,2
PV,TSM,0.42582688000002233,10,31978159.5,2,3.4287708333333335,48000,2
NMPS,PS,2.7999994927085937e-07,10,16.0,2,3.4287708333333335,48000,2
