file,type,algo,pesq_score
p225_039.wav,ps,PSOLA,1.7023178339004517
p225_011.wav,ps,PSOLA,2.075873374938965
p225_005.wav,ps,PSOLA,1.6629817485809326
p225_004.wav,ps,PSOLA,2.0863983631134033
p225_010.wav,ps,PSOLA,1.8785436153411865
p225_038.wav,ps,PSOLA,2.7742416858673096
p225_006.wav,ps,PSOLA,2.0567710399627686
p225_012.wav,ps,PSOLA,2.2290515899658203
p225_013.wav,ps,PSOLA,1.8226115703582764
p225_007.wav,ps,PSOLA,1.8903918266296387
p225_003.wav,ps,PSOLA,2.138697385787964
p225_017.wav,ps,PSOLA,1.817694067955017
p225_016.wav,ps,PSOLA,2.0210113525390625
p225_002.wav,ps,PSOLA,2.170870780944824
p225_014.wav,ps,PSOLA,1.6660245656967163
p225_028.wav,ps,PSOLA,3.2040486335754395
p225_029.wav,ps,PSOLA,1.937658429145813
p225_001.wav,ps,PSOLA,1.582855463027954
p225_072.wav,ps,PSOLA,1.8921549320220947
p225_066.wav,ps,PSOLA,2.4346213340759277
p225_067.wav,ps,PSOLA,1.931530475616455
p225_073.wav,ps,PSOLA,2.300523042678833
p225_059.wav,ps,PSOLA,2.272951364517212
p225_065.wav,ps,PSOLA,2.911026954650879
p225_071.wav,ps,PSOLA,2.3151097297668457
p225_070.wav,ps,PSOLA,3.033612012863159
p225_064.wav,ps,PSOLA,2.628627300262451
p225_058.wav,ps,PSOLA,2.622044324874878
p225_104.wav,ps,PSOLA,2.072176933288574
p225_110.wav,ps,PSOLA,2.4187028408050537
p225_060.wav,ps,PSOLA,1.9933713674545288
p225_049.wav,ps,PSOLA,2.98183536529541
p225_061.wav,ps,PSOLA,2.377962827682495
p225_103.wav,ps,PSOLA,1.8159904479980469
p225_063.wav,ps,PSOLA,2.074216604232788
p225_089.wav,ps,PSOLA,1.6637752056121826
p225_062.wav,ps,PSOLA,1.6806111335754395
p225_053.wav,ps,PSOLA,2.7407565116882324
p225_090.wav,ps,PSOLA,1.5816231966018677
p225_084.wav,ps,PSOLA,2.331838607788086
p225_046.wav,ps,PSOLA,1.886829137802124
p225_052.wav,ps,PSOLA,1.8405544757843018
p225_044.wav,ps,PSOLA,2.605532646179199
p225_092.wav,ps,PSOLA,2.36470890045166
p225_086.wav,ps,PSOLA,2.351322889328003
p225_051.wav,ps,PSOLA,2.1933672428131104
p225_045.wav,ps,PSOLA,1.9709283113479614
p225_109.wav,ps,PSOLA,1.7818995714187622
p225_082.wav,ps,PSOLA,2.2448418140411377
p225_083.wav,ps,PSOLA,1.5726929903030396
p225_054.wav,ps,PSOLA,2.477098226547241
p225_040.wav,ps,PSOLA,1.9391335248947144
p225_108.wav,ps,PSOLA,1.8716280460357666
p225_056.wav,ps,PSOLA,2.1969172954559326
p225_081.wav,ps,PSOLA,2.063784599304199
p225_094.wav,ps,PSOLA,2.649247884750366
p225_057.wav,ps,PSOLA,2.4556009769439697
p225_018.wav,ps,PSOLA,2.0475685596466064
p225_030.wav,ps,PSOLA,2.2384674549102783
p225_024.wav,ps,PSOLA,1.7439478635787964
p225_025.wav,ps,PSOLA,2.441699981689453
p225_019.wav,ps,PSOLA,2.3374202251434326
p225_027.wav,ps,PSOLA,3.1494977474212646
p225_033.wav,ps,PSOLA,1.888222098350525
p225_026.wav,ps,PSOLA,2.897918701171875
p225_022.wav,ps,PSOLA,2.1272497177124023
p225_036.wav,ps,PSOLA,2.306398391723633
p225_037.wav,ps,PSOLA,2.8880839347839355
p225_023.wav,ps,PSOLA,1.9890286922454834
p225_035.wav,ps,PSOLA,2.354295253753662
p225_021.wav,ps,PSOLA,2.046717643737793
p225_009.wav,ps,PSOLA,2.1460366249084473
p225_008.wav,ps,PSOLA,1.649808645248413
p225_020.wav,ps,PSOLA,1.7607784271240234
