/data/input/wav16/p225/p225_039.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_039.wav,2.83311375
/data/input/wav16/p225/p225_011.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_011.wav,2.7590529
/data/input/wav16/p225/p225_005.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_005.wav,2.87467228
/data/input/wav16/p225/p225_004.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_004.wav,2.79528736
/data/input/wav16/p225/p225_010.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_010.wav,2.71524135
/data/input/wav16/p225/p225_038.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_038.wav,2.80619135
/data/input/wav16/p225/p225_006.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_006.wav,2.88134725
/data/input/wav16/p225/p225_012.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_012.wav,2.80246578
/data/input/wav16/p225/p225_013.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_013.wav,2.69984502
/data/input/wav16/p225/p225_007.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_007.wav,2.86471829
/data/input/wav16/p225/p225_003.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_003.wav,2.80358589
/data/input/wav16/p225/p225_017.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_017.wav,2.64481128
/data/input/wav16/p225/p225_016.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_016.wav,2.89779138
/data/input/wav16/p225/p225_002.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_002.wav,2.71721459
/data/input/wav16/p225/p225_014.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_014.wav,2.81541742
/data/input/wav16/p225/p225_028.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_028.wav,2.6103761
/data/input/wav16/p225/p225_029.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_029.wav,2.55852
/data/input/wav16/p225/p225_001.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_001.wav,2.96357898
/data/input/wav16/p225/p225_072.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_072.wav,2.79474686
/data/input/wav16/p225/p225_066.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_066.wav,2.66727245
/data/input/wav16/p225/p225_067.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_067.wav,2.72260304
/data/input/wav16/p225/p225_073.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_073.wav,2.48709143
/data/input/wav16/p225/p225_059.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_059.wav,2.67204151
/data/input/wav16/p225/p225_065.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_065.wav,2.7701616
/data/input/wav16/p225/p225_071.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_071.wav,2.62114873
/data/input/wav16/p225/p225_070.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_070.wav,2.62219797
/data/input/wav16/p225/p225_064.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_064.wav,3.28102984
/data/input/wav16/p225/p225_058.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_058.wav,2.68986522
/data/input/wav16/p225/p225_060.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_060.wav,2.93406706
/data/input/wav16/p225/p225_049.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_049.wav,2.49940103
/data/input/wav16/p225/p225_061.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_061.wav,3.11533835
/data/input/wav16/p225/p225_063.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_063.wav,2.78152288
/data/input/wav16/p225/p225_089.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_089.wav,2.80934409
/data/input/wav16/p225/p225_062.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_062.wav,2.75173641
/data/input/wav16/p225/p225_053.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_053.wav,2.72965643
/data/input/wav16/p225/p225_090.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_090.wav,2.72126243
/data/input/wav16/p225/p225_084.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_084.wav,2.73746588
/data/input/wav16/p225/p225_046.wav,/data/output/wav16/tsm/HPS/rt_up/p225/p225_046.wav,2.63746742
