/data/input/wav16/p225/p225_039.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_039.wav,2.44044066
/data/input/wav16/p225/p225_011.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_011.wav,1.8109979
/data/input/wav16/p225/p225_005.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_005.wav,2.4130213
/data/input/wav16/p225/p225_004.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_004.wav,2.43644697
/data/input/wav16/p225/p225_010.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_010.wav,2.37159376
/data/input/wav16/p225/p225_038.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_038.wav,2.41143526
/data/input/wav16/p225/p225_006.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_006.wav,2.43434103
/data/input/wav16/p225/p225_012.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_012.wav,2.42167334
/data/input/wav16/p225/p225_013.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_013.wav,2.37688833
/data/input/wav16/p225/p225_007.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_007.wav,2.16139428
/data/input/wav16/p225/p225_003.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_003.wav,2.41649822
/data/input/wav16/p225/p225_017.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_017.wav,2.44181844
/data/input/wav16/p225/p225_016.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_016.wav,2.44310348
/data/input/wav16/p225/p225_002.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_002.wav,2.43870838
/data/input/wav16/p225/p225_014.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_014.wav,2.20689974
/data/input/wav16/p225/p225_028.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_028.wav,2.43608856
/data/input/wav16/p225/p225_029.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_029.wav,2.4429576
/data/input/wav16/p225/p225_001.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_001.wav,2.44154446
/data/input/wav16/p225/p225_072.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_072.wav,2.44314737
/data/input/wav16/p225/p225_066.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_066.wav,2.22074427
/data/input/wav16/p225/p225_067.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_067.wav,2.43862484
/data/input/wav16/p225/p225_073.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_073.wav,2.02601496
/data/input/wav16/p225/p225_059.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_059.wav,2.34855661
/data/input/wav16/p225/p225_065.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_065.wav,2.43410797
/data/input/wav16/p225/p225_071.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_071.wav,1
/data/input/wav16/p225/p225_070.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_070.wav,2.44069384
/data/input/wav16/p225/p225_064.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_064.wav,2.44246073
/data/input/wav16/p225/p225_058.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_058.wav,2.43373738
/data/input/wav16/p225/p225_060.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_060.wav,2.43118134
/data/input/wav16/p225/p225_049.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_049.wav,2.43892659
/data/input/wav16/p225/p225_061.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_061.wav,2.43970244
/data/input/wav16/p225/p225_063.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_063.wav,2.43878339
/data/input/wav16/p225/p225_089.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_089.wav,2.424493
/data/input/wav16/p225/p225_062.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_062.wav,2.42724279
/data/input/wav16/p225/p225_053.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_053.wav,2.43665133
/data/input/wav16/p225/p225_090.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_090.wav,2.42604773
/data/input/wav16/p225/p225_084.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_084.wav,1
/data/input/wav16/p225/p225_046.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_046.wav,2.42324522
/data/input/wav16/p225/p225_052.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_052.wav,2.43868954
/data/input/wav16/p225/p225_044.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_044.wav,2.44299615
/data/input/wav16/p225/p225_092.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_092.wav,2.42564256
/data/input/wav16/p225/p225_086.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_086.wav,2.42573325
/data/input/wav16/p225/p225_051.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_051.wav,1
/data/input/wav16/p225/p225_045.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_045.wav,2.42666816
/data/input/wav16/p225/p225_082.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_082.wav,2.44315998
/data/input/wav16/p225/p225_083.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_083.wav,2.44307082
/data/input/wav16/p225/p225_054.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_054.wav,2.43852567
/data/input/wav16/p225/p225_040.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_040.wav,1
/data/input/wav16/p225/p225_056.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_056.wav,2.37580192
/data/input/wav16/p225/p225_081.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_081.wav,1.97578036
/data/input/wav16/p225/p225_094.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_094.wav,1
/data/input/wav16/p225/p225_057.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_057.wav,2.41546538
/data/input/wav16/p225/p225_018.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_018.wav,2.34966233
/data/input/wav16/p225/p225_030.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_030.wav,2.44056143
/data/input/wav16/p225/p225_024.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_024.wav,2.43549295
/data/input/wav16/p225/p225_025.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_025.wav,2.43564067
/data/input/wav16/p225/p225_019.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_019.wav,2.43551609
/data/input/wav16/p225/p225_027.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_027.wav,2.26249326
/data/input/wav16/p225/p225_033.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_033.wav,2.4253671
/data/input/wav16/p225/p225_026.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_026.wav,2.43835261
/data/input/wav16/p225/p225_022.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_022.wav,2.40679414
/data/input/wav16/p225/p225_036.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_036.wav,2.41069787
/data/input/wav16/p225/p225_037.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_037.wav,2.43514808
/data/input/wav16/p225/p225_023.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_023.wav,2.36935501
/data/input/wav16/p225/p225_035.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_035.wav,2.25639534
/data/input/wav16/p225/p225_021.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_021.wav,2.44171471
/data/input/wav16/p225/p225_009.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_009.wav,2.43385346
/data/input/wav16/p225/p225_008.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_008.wav,2.43709755
/data/input/wav16/p225/p225_020.wav,/data/output/wav16/tsm/NM/rt_up/p225/p225_020.wav,2.40737344
